observation_id,mdd_id,verbatim_taxon_name,taxon_match_method,reference_id,locator,method_id,call_phase,call_variant,variant_label,signal_direction,recording_condition,habitat_class,country,locality,date_or_season,n_individuals,n_calls,parameter,statistic,value,value_min,value_max,unit,dispersion_type,dispersion_value,harmonic,verbatim_value,quality_flag,notes
mst-39c881f835acfb,1005442,Myotis muricola,exact,mcarthur-2021-borneo,supplied worksheet record BAT01341 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,3,,inter_pulse_interval,species_summary,102.4,,,ms,,,,102.4,definition_unstated,"Imported from MASTER_call_records.csv record BAT01341; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=27.9."
mst-3a5ffdacd52805,1005600,Glischropus tylopus,exact,mcarthur-2021-borneo,supplied worksheet record BAT01346 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,2,,duration,species_summary,1.7,,,ms,,,,1.7 1.3-2.2,definition_unstated,"Imported from MASTER_call_records.csv record BAT01346; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.7."
mst-3b945285b8c606,1005417,Myotis horsfieldii,exact,mcarthur-2021-borneo,supplied worksheet record BAT01333 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,5,,peak_frequency,species_summary,58,,,kHz,,,,58.0 48.4-63.1,definition_unstated,"Imported from MASTER_call_records.csv record BAT01333; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=6.0. Fstart=None kHz, Fend=39.4 kHz."
mst-3be02c4d136212,1004600,Hipposideros galeritus,exact,mcarthur-2021-borneo,supplied worksheet record BAT01280 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,21,,duration,species_summary,5.8,,,ms,,,,5.8 4.3-7.6,definition_unstated,"Imported from MASTER_call_records.csv record BAT01280; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=1.0."
mst-3d9ee1a3cf664a,1004652,Rhinolophus acuminatus,exact,mcarthur-2021-borneo,supplied worksheet record BAT01219 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,3,,peak_frequency,species_summary,85.1,,,kHz,,,,85.1 83.7-87.5,definition_unstated,"Imported from MASTER_call_records.csv record BAT01219; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=2.1. Fstart=None kHz, Fend=72.6 kHz."
mst-3dce6fb1513199,1004600,Hipposideros galeritus,exact,mcarthur-2021-borneo,supplied worksheet record BAT01277 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,39,,duration,species_summary,6,,,ms,,,,6.0 3.7-7.7,definition_unstated,"Imported from MASTER_call_records.csv record BAT01277; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.9."
mst-4226e77290372f,1004580,Hipposideros bicolor,exact,mcarthur-2021-borneo,supplied worksheet record BAT01246 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,39,,peak_frequency,species_summary,132.4,,,kHz,,,,132.4 121.5-135.5,definition_unstated,"Imported from MASTER_call_records.csv record BAT01246; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=2.4. Fstart=132.5 kHz, Fend=111.8 kHz."
mst-43741fb2c1f0f7,1005158,Chaerephon plicatus,synonym_via_mdd,mcarthur-2021-borneo,supplied worksheet record BAT01363 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,8,,peak_frequency,species_summary,24.3,,,kHz,,,,24.3 22.8-27.2,definition_unstated,"Imported from MASTER_call_records.csv record BAT01363; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=1.5. Fstart=None kHz, Fend=20.8 kHz."
mst-44b665cb161170,1004675,Rhinolophus creaghi,exact,mcarthur-2021-borneo,supplied worksheet record BAT01233 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,83,,inter_pulse_interval,species_summary,127.3,,,ms,,,,127.3,definition_unstated,"Imported from MASTER_call_records.csv record BAT01233; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=40.9."
mst-450bd127077ea8,1004846,Nycteris tragata,exact,mcarthur-2021-borneo,supplied worksheet record BAT01301 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,7,,duration,species_summary,1.1,,,ms,,,,1.1 0.8-1.6,definition_unstated,"Imported from MASTER_call_records.csv record BAT01301; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.3."
mst-48f80830729791,1004663,Rhinolophus borneensis,exact,mcarthur-2021-borneo,supplied worksheet record BAT01226 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,40,,duration,species_summary,54,,,ms,,,,54.0 22.4-100.6,definition_unstated,"Imported from MASTER_call_records.csv record BAT01226; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=13.0."
mst-4b47c01c6e15d9,1005442,Myotis muricola,exact,mcarthur-2021-borneo,supplied worksheet record BAT01337 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,4,,duration,species_summary,2.9,,,ms,,,,2.9 2.6-3.5,definition_unstated,"Imported from MASTER_call_records.csv record BAT01337; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.4."
mst-4d563daeb39724,1004592,Hipposideros diadema,exact,mcarthur-2021-borneo,supplied worksheet record BAT01265 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,21,,duration,species_summary,10.2,,,ms,,,,10.2 4.9-14.4,definition_unstated,"Imported from MASTER_call_records.csv record BAT01265; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=2.6."
mst-513e45f0a08564,1004565,Coelops robinsoni,exact,mcarthur-2021-borneo,supplied worksheet record BAT01288 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,2,,peak_frequency,species_summary,186.1,,,kHz,,,,186.1 186.1-186.2,definition_unstated,"Imported from MASTER_call_records.csv record BAT01288; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=None. Fstart=189.5 kHz, Fend=116.5 kHz."
mst-517e9cfe1e1cce,1005317,Murina aenea,exact,mcarthur-2021-borneo,supplied worksheet record BAT01304 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,2,,duration,species_summary,2.81,,,ms,,,,2.81 2.5-3.1,definition_unstated,"Imported from MASTER_call_records.csv record BAT01304; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.4."
mst-51cb5bf76c86bd,1005344,Murina peninsularis,exact,mcarthur-2021-borneo,supplied worksheet record BAT01308 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,4,,inter_pulse_interval,species_summary,22.5,,,ms,,,,22.5,definition_unstated,"Imported from MASTER_call_records.csv record BAT01308; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=3.0."
mst-5200d2f9146398,1004588,Hipposideros coxi,exact,mcarthur-2021-borneo,supplied worksheet record BAT01260 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,13,,inter_pulse_interval,species_summary,23.5,,,ms,,,,23.5,definition_unstated,"Imported from MASTER_call_records.csv record BAT01260; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=3.5."
mst-54f5ee6dc16c4e,1004652,Rhinolophus acuminatus,exact,mcarthur-2021-borneo,supplied worksheet record BAT01221 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,3,,inter_pulse_interval,species_summary,39.8,,,ms,,,,39.8,definition_unstated,"Imported from MASTER_call_records.csv record BAT01221; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=10.7."
mst-59604a018d94c7,1005352,Murina suilla,exact,mcarthur-2021-borneo,supplied worksheet record BAT01313 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,5,,duration,species_summary,2.2,,,ms,,,,2.2 1.7-2.7,definition_unstated,"Imported from MASTER_call_records.csv record BAT01313; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.4."
mst-5962e32e1b9231,1005417,Myotis horsfieldii,exact,mcarthur-2021-borneo,supplied worksheet record BAT01335 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,5,,inter_pulse_interval,species_summary,34.1,,,ms,,,,34.1,definition_unstated,"Imported from MASTER_call_records.csv record BAT01335; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=22.9."
mst-5b074477fd3125,1005158,Chaerephon plicatus,synonym_via_mdd,mcarthur-2021-borneo,supplied worksheet record BAT01357 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,flight_room,,"Sarawak, Malaysian Borneo",,,4,,peak_frequency,species_summary,36,,,kHz,,,,36.0 35.8-36.2,definition_unstated,"Imported from MASTER_call_records.csv record BAT01357; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.3. Fstart=None kHz, Fend=17.8 kHz."
mst-5be87521d28544,1004846,Nycteris tragata,exact,mcarthur-2021-borneo,supplied worksheet record BAT01300 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,7,,peak_frequency,species_summary,82.4,,,kHz,,,,82.4 48.3-98.9,definition_unstated,"Imported from MASTER_call_records.csv record BAT01300; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=18.5. Fstart=None kHz, Fend=56.0 kHz."
mst-5e5c6fc4817247,1005158,Chaerephon plicatus,synonym_via_mdd,mcarthur-2021-borneo,supplied worksheet record BAT01365 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,8,,inter_pulse_interval,species_summary,158.5,,,ms,,,,158.5,definition_unstated,"Imported from MASTER_call_records.csv record BAT01365; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=57.2."
mst-60500dca20901e,1004580,Hipposideros bicolor,exact,mcarthur-2021-borneo,supplied worksheet record BAT01247 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,unspecified,,"Sarawak, Malaysian Borneo",,,39,,duration,species_summary,6.7,,,ms,,,,6.7 5.0-9.0,definition_unstated,"Imported from MASTER_call_records.csv record BAT01247; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=0.9."
mst-626cf74c004da3,1004596,Hipposideros dyacorum,exact,mcarthur-2021-borneo,supplied worksheet record BAT01273 (maritimeSEA_borneo),mcarthur-2021-borneo-unstated,unspecified,,,,hand_release,,"Sarawak, Malaysian Borneo",,,17,,peak_frequency,species_summary,147.5,,,kHz,,,,147.5 129.2-172.3,definition_unstated,"Imported from MASTER_call_records.csv record BAT01273; upload archive sha256 17ffdda2ba6929d03dabcce39119e90d4ee10712fdf690885b3d4a5128d3e464. McArthur & Khan 2021, J. Bat Research & Conservation 14(1):95-117 (open access, full text fetched). 508 individuals, 31 species, 8 families, Gunung Mulu NP + Bako NP + Wind Cave NR, Sarawak, Malaysian Borneo, 2012-2017. Table 1 gives Fppeak (peak freq), Fstart, Fend, pulse duration and interpulse interval as mean+/-SD and range, separately for stationary/flight-tent vs release calls, with n disaggregated by sex. DFA classification 80.3% overall; family-level breakdown: 96.6% for Rhinolophidae, 95.6% for Hipposideridae+Emballonuridae, only 68.0% for the FM-broadband/FM-multiharmonic/FM-QCF cluster (forest-interior Vespertilionidae). SD=12.3. Fstart=159.2 kHz, Fend=128.1 kHz."
